No,Pic,Mp4,iRecord,id,affectedId,dec_frame,dec,human_dec_risk,llm_frame,llm_dec,llm_dec_risk,frame_start,frame_end,lane_change_frame,lane_id,comparison,front_risk,behind_risk,left_risk,right_risk,leftPrecedingRisk,leftFollowingRisk,rightPrecedingRisk,rightFollowingRisk,rp00,rp01,rp02,rp10,rp11,rp12,rp20,rp21,rp22,rp30,rp31,rp32,rp40,rp41,rp42
29,llm_31_16168_1302_1311.png,31_16144_16329_1302_1311.mp4,31,1302,1311,16196,-1,0.3581695898720823,16168,2,0.1210602663853356,16006,16329,16169,8,better,0.1210602663853356,0.0535408149808782,0.3581695898720823,1.0,0.3581695898720823,0.354081498087828,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
30,llm_31_20829_1671_1677.png,31_20805_20848_1671_1677.mp4,31,1671,1677,20832,1,0.6095212976394567,20829,2,0.0,20630,20848,20830,6,better,0.0,0.0,1.0,0.6095212976394567,0.0,0.0,0.0,0.6095212976394567,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
31,llm_33_2589_238_244.png,33_2550_2727_238_244.mp4,33,238,244,2575,-1,0.5509692733746538,2589,-2,0.0,2490,2727,2591,8,better,0.3348279045232757,0.0,0.5509692733746538,1.0,0.5509692733746538,0.5470130555189239,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
32,llm_35_5134_395_403.png,35_5110_5167_395_403.mp4,35,395,403,5153,-1,0.0,5134,2,0.0,5061,5167,5135,2,equal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
33,llm_35_18998_1379_1383.png,35_18974_19027_1379_1383.mp4,35,1379,1383,19002,-1,0.5356718976658315,18998,2,0.1631280495845971,18849,19027,18999,8,better,0.1631280495845971,0.0,0.5356718976658315,1.0,0.1147303178161677,0.5356718976658315,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
34,llm_36_20436_1694_1699.png,36_20412_20598_1694_1699.mp4,36,1694,1699,20479,-1,0.5575629698008704,20436,2,0.3973361466438085,20298,20598,20437,2,better,0.3973361466438085,0.0,0.5575629698008704,1.0,0.5575629698008704,0.219306343135962,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
35,llm_36_28640_2324_2340.png,36_28616_28737_2324_2340.mp4,36,2324,2340,28645,-1,0.3031781616774364,28640,2,0.2823420809705921,28563,28737,28641,2,better,0.2823420809705921,0.0,0.3031781616774364,1.0,0.3031781616774364,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
36,llm_36_30190_2407_2445.png,36_30158_30419_2407_2445.mp4,36,2407,2445,30183,-1,0.0,30190,-1,0.0,30048,30419,30191,2,equal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
37,llm_39_24663_1800_1806.png,39_24639_24893_1800_1806.mp4,39,1800,1806,24687,-1,0.626005538704998,24663,0,0.5511341157853092,24565,24893,24664,3,better,0.4444151391269946,0.2526704470526177,0.626005538704998,0.8814453382566266,0.626005538704998,0.3263879730977185,0.8814453382566266,0.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0
38,llm_40_7884_682_687.png,40_7846_8001_682_687.mp4,40,682,687,7871,-1,0.6436766451272583,7884,2,0.523539496241593,7805,8001,7885,2,better,0.523539496241593,0.0,0.6436766451272583,1.0,0.6436766451272583,0.2944744823948305,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
39,llm_40_15318_1275_1285.png,40_15293_15486_1275_1285.mp4,40,1275,1285,15318,-1,0.4800210998285639,15318,2,0.3699063695107477,15155,15486,15319,2,better,0.3699063695107477,0.1379401292364499,0.4800210998285639,1.0,0.4800210998285639,0.2382961888434656,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
40,llm_40_21728_1767_1770.png,40_21704_21822_1767_1770.mp4,40,1767,1770,21757,-1,0.0424634049848344,21728,1,0.0,21564,21822,21729,3,better,0.1263352235263088,0.1800079124357114,0.0424634049848344,0.0,0.0,0.0424634049848344,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
41,llm_43_22156_1952_1953.png,43_22132_22295_1952_1953.mp4,43,1952,1953,22159,-1,0.5880258472899907,22156,1,0.0,22003,22295,22157,3,better,0.132005802452855,0.0,0.5880258472899907,0.0,0.0,0.5880258472899907,0.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
42,llm_44_18626_1612_1616.png,44_18588_18859_1612_1616.mp4,44,1612,1616,18613,-1,0.4523275748384544,18626,2,0.2365818277726493,18490,18859,18627,2,better,0.2365818277726493,0.0,0.4523275748384544,1.0,0.4523275748384544,0.2452855070552551,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
43,llm_45_1994_168_171.png,45_1966_2047_168_171.mp4,45,168,171,1991,-1,0.6155874983515759,1994,-2,0.0,1900,2047,1995,2,better,0.5397599894500857,0.0,0.6155874983515759,1.0,0.0,0.6155874983515759,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
44,llm_46_27404_2590_2599.png,46_27380_27477_2590_2599.mp4,46,2590,2599,27446,-1,0.390346828432019,27404,2,0.3474878016616115,27311,27477,27405,2,better,0.3474878016616115,0.0,0.390346828432019,1.0,0.390346828432019,0.1524462613741263,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
45,llm_47_24510_2347_2353.png,47_24486_24581_2347_2353.mp4,47,2347,2353,24540,1,0.2566266649083476,24510,1,0.2566266649083476,24421,24581,24511,3,equal,0.3808519055782672,0.0,0.8046947118554661,0.2566266649083476,0.0,0.8046947118554661,0.0,0.2566266649083476,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0
46,llm_48_715_76_79.png,48_684_881_76_79.mp4,48,76,79,709,-1,0.4682843201898984,715,2,0.3535540023737307,583,881,716,8,better,0.3535540023737307,0.0,0.4682843201898984,1.0,0.3859949887907161,0.4682843201898984,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
47,llm_49_15731_1257_1261.png,49_15707_15880_1257_1261.mp4,49,1257,1261,15737,-1,0.5600685744428326,15731,-2,0.0937623631807991,15633,15880,15732,3,better,0.0749043914018198,0.0937623631807991,0.5600685744428326,0.6223130687063168,0.5600685744428326,0.4400632994856917,0.2102070420677832,0.6223130687063168,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0
48,llm_50_12283_906_915.png,50_12256_12334_906_915.mp4,50,906,915,12281,-1,0.6395885533430041,12283,2,0.4341289727020967,12153,12334,12284,7,better,0.4341289727020967,0.0,0.6395885533430041,0.8913358828959514,0.2094157984966372,0.6395885533430041,0.0,0.8913358828959514,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0
49,llm_51_19301_1577_1587.png,51_19277_19434_1577_1587.mp4,51,1577,1587,19347,-1,0.1074772517473295,19301,0,0.1476987999472504,19238,19434,19302,8,not_better,0.3356191480944217,0.0,0.1074772517473295,1.0,0.0,0.1074772517473295,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
50,llm_52_17583_1478_1487.png,52_17559_17734_1478_1487.mp4,52,1478,1487,17590,-1,0.2440986416985362,17583,2,0.0,17409,17734,17584,8,better,0.0,0.0,0.2440986416985362,1.0,0.2440986416985362,0.08373994461295,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
51,llm_54_4587_390_394.png,54_4563_4651_390_394.mp4,54,390,394,4596,-1,0.3474878016616115,4587,2,0.0,4275,4651,4588,8,better,0.0,0.0,0.3474878016616115,1.0,0.0,0.3474878016616115,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
52,llm_55_12623_1102_1105.png,55_12603_12798_1102_1105.mp4,55,1102,1105,12664,-1,0.6355004615587498,12623,2,0.1602268231570618,12603,12798,12624,8,better,0.1602268231570618,0.0,0.6355004615587498,1.0,0.0,0.6355004615587498,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
53,llm_58_7221_526_529.png,58_7178_7234_526_529.mp4,58,526,529,7203,-1,0.4194909666358961,7221,-2,0.0,7151,7234,7227,8,better,0.0,0.0,0.4194909666358961,0.6940524858235527,0.0,0.4194909666358961,0.6940524858235527,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0
54,llm_58_7637_554_560.png,58_7613_7776_554_560.mp4,58,554,560,7642,-1,0.3495977845180008,7637,2,0.2526704470526177,7405,7776,7638,9,better,0.2526704470526177,0.0,0.3495977845180008,1.0,0.3275748384544376,0.3495977845180008,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
55,llm_60_21618_1322_1326.png,60_21593_21709_1322_1326.mp4,60,1322,1326,21618,-1,0.4434920216273242,21618,2,0.0,21535,21709,21619,2,better,0.0,0.0,0.4434920216273242,1.0,0.0,0.4434920216273242,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
