iRecord,id,dec,frame_start,frame_end,frame_count,dec_frame,cont_end,lane_id,lane_change_frame,llm_frame,affectedId,affected_ttc,affected_dhw,y_dist,dist,x,y,xVelocity,yVelocity,xAcceleration,yAcceleration,numLaneChanges,precedingId,followingId,leftPrecedingId,leftFollowingId,rightPrecedingId,rightFollowingId,precedingRisk,followingRisk,leftPrecedingRisk,leftFollowingRisk,rightPrecedingRisk,rightFollowingRisk,avg_x_speed,surrounding_count,preceding_x,preceding_y,preceding_xv,following_x,following_y,following_xv,leftPreceding_x,leftPreceding_y,leftPreceding_xv,leftFollowing_x,leftFollowing_y,leftFollowing_xv,rightPreceding_x,rightPreceding_y,rightPreceding_xv,rightFollowing_x,rightFollowing_y,rightFollowing_xv,rp00,rp01,rp02,rp10,rp11,rp12,rp20,rp21,rp22,rp30,rp31,rp32,rp40,rp41,rp42
31,895,-1,10937,11205,268,11067,11127,2,11083,11082,899,3.9916405433646798,38.19999999999999,0.0,38.19999999999999,245.5,6.2,-24.82,0.7,0.07,0.0,1,891,897,894,899,0,0,0.42502967163391797,0.0,0.5732559672952657,0.0476064881972834,0.0,0.0,-27.9275,4,225.66,4.09,-22.93,302.23,3.98,-24.99,229.16,8.59,-29.65,297.03,8.17,-34.14,,,,,,,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
31,1302,-1,16006,16329,323,16196,16220,8,16169,16168,1311,3.976608187134499,20.399999999999977,0.0,20.399999999999977,259.91,26.95,25.24,-0.5,-0.02,-0.03,1,1300,1307,1301,1311,0,0,0.12106026638533562,0.05354081498087828,0.3581695898720823,0.354081498087828,0.0,0.0,25.93,4,298.46,28.99,23.99,216.83,29.4,24.6,287.94,25.11,24.74,229.12,25.22,30.39,,,,,,,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
31,1671,1,20630,20848,218,20832,20847,6,20830,20829,1677,3.9914772727272645,14.049999999999955,0.0,14.049999999999955,380.58,23.65,35.83,0.9,0.43,0.3,1,0,1684,0,0,0,1677,0.0,0.0,0.0,0.0,0.0,0.6095212976394567,36.955,2,,,,233.65,21.72,34.56,,,,,,,,,,361.08,23.88,39.35,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0
33,238,-1,2490,2727,237,2575,2589,8,2591,2589,244,3.997979797979797,19.790000000000006,0.0,19.790000000000006,160.65,27.1,27.59,-0.68,0.4,0.06,1,237,252,240,244,0,0,0.33482790452327577,0.0,0.5509692733746538,0.5470130555189239,0.0,0.0,27.52,4,185.3,29.44,25.72,50.21,29.23,22.86,179.57,25.36,29.59,139.05,25.87,31.91,,,,,,,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
35,395,-1,5061,5167,106,5153,5166,2,5135,5134,403,3.995661605206073,36.83999999999999,0.0,36.83999999999999,33.54,6.2,-23.45,0.75,-0.06,0.09,1,0,415,0,403,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-28.294999999999998,2,,,,348.81,4.53,-23.83,,,,94.16,8.31,-32.76,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
35,1379,-1,18849,19027,178,19002,19016,8,18999,18998,1383,3.9671361502347384,16.899999999999977,0.0,16.899999999999977,364.4,27.32,25.21,-0.62,0.09,-0.01,1,1377,1384,1378,1383,0,0,0.16312804958459712,0.0,0.11473031781616774,0.5356718976658315,0.0,0.0,26.205000000000002,4,396.62,30.22,25.09,269.75,30.04,24.51,405.87,25.96,25.8,342.8,25.67,29.42,,,,,,,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
36,1694,-1,20298,20598,300,20479,20495,2,20437,20436,1699,3.9477611940298525,15.870000000000005,0.0,15.870000000000005,259.59,6.6,-24.43,0.87,-0.11,0.17,1,1691,1703,1697,1699,0,0,0.3973361466438085,0.0,0.5575629698008704,0.21930634313596203,0.0,0.0,-28.3875,4,237.64,4.56,-22.3,339.83,5.14,-30.36,243.54,9.84,-32.91,296.46,8.71,-27.98,,,,,,,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
36,2324,-1,28563,28737,174,28645,28671,2,28641,28640,2340,3.9989898989898993,39.59,0.0,39.59,77.14,6.59,-13.46,0.95,-0.61,0.04,1,2317,2330,2335,2340,0,0,0.2823420809705921,0.0,0.3031781616774364,0.0,0.0,0.0,-15.73,4,50.63,4.87,-7.33,116.29,4.13,-11.16,55.25,8.55,-20.94,129.34,9.09,-23.49,,,,,,,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
36,2407,-1,30048,30419,371,30183,30203,2,30191,30190,2445,3.333333333333334,25.900000000000006,0.0,25.900000000000006,98.59,6.6,-3.6,0.55,-1.08,0.01,1,2396,2464,0,2445,0,0,0.0,1.0,0.0,0.0,0.0,0.0,-5.293333333333333,3,71.43,4.86,-5.48,125.62,4.78,0.05,,,,134.75,8.93,-10.45,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
39,1800,-1,24565,24893,328,24687,24749,3,24664,24663,1806,2.939869281045753,22.49000000000001,0.0,22.49000000000001,281.62,14.85,-31.39,0.96,-0.14,-0.02,1,1797,1803,1801,1806,1798,0,0.4444151391269946,0.2526704470526177,0.626005538704998,0.32638797309771855,0.8814453382566266,0.0,-32.269999999999996,5,259.2,13.28,-28.46,315.92,13.26,-32.16,266.02,17.59,-35.65,317.24,17.24,-40.8,274.38,9.63,-24.28,,,,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0
40,682,-1,7805,8001,196,7871,7929,2,7885,7884,687,2.6043577981651347,22.70999999999998,0.0,22.70999999999998,277.84,11.23,-25.39,1.11,-0.05,-0.08,1,678,0,680,687,0,0,0.523539496241593,0.0,0.6436766451272583,0.29447448239483054,0.0,0.0,-29.01,3,268.13,8.94,-24.07,,,,264.09,13.14,-29.04,313.58,13.4,-33.92,,,,,,,2.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
40,1275,-1,15155,15486,331,15318,15369,2,15319,15318,1285,2.499999999999999,19.599999999999994,0.0,19.599999999999994,207.27,11.23,-21.77,1.1,-0.01,-0.03,1,1268,1282,1279,1285,0,0,0.36990636951074773,0.13794012923644997,0.4800210998285639,0.23829618884346565,0.0,0.0,-25.775000000000002,4,183.07,9.56,-20.35,245.3,10.09,-23.42,188.47,14.25,-29.72,244.56,13.73,-29.61,,,,,,,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
40,1767,-1,21564,21822,258,21757,21789,3,21729,21728,1770,3.998935037273698,37.55,0.0,37.55,132.1,15.35,-32.5,0.94,0.32,-0.16,1,1766,1768,1765,1770,1761,1769,0.12633522352630885,0.18000791243571146,0.0,0.042463404984834495,0.0,0.0,-31.35166666666667,6,91.11,13.37,-28.92,162.78,12.43,-31.73,21.42,17.13,-33.66,188.38,17.23,-44.47,69.96,8.81,-24.02,249.11,9.05,-25.31,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
43,1952,-1,22003,22295,292,22159,22205,3,22157,22156,1953,3.3497942386831223,16.279999999999973,0.0,16.279999999999973,202.52,20.55,-32.85,1.02,0.3,-0.01,1,1948,1956,1943,1953,1937,1954,0.13200580245285506,0.0,0.0,0.5880258472899907,0.0,0.0,-28.585000000000004,6,159.55,18.88,-24.54,298.93,18.87,-33.75,19.9,22.99,-33.12,223.24,22.34,-37.81,123.6,14.47,-18.58,285.27,14.08,-23.71,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
44,1612,-1,18490,18859,369,18613,18647,2,18627,18626,1616,3.9916201117318453,28.580000000000013,0.0,28.580000000000013,212.57,16.26,-24.75,0.7,0.0,-0.08,1,1609,1619,1611,1616,0,0,0.23658182777264936,0.0,0.4523275748384544,0.24528550705525518,0.0,0.0,-27.005000000000003,4,181.71,14.16,-23.46,304.53,14.18,-25.9,189.9,18.48,-27.06,249.86,18.49,-31.6,,,,,,,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
45,168,-1,1900,2047,147,1991,2046,2,1995,1994,171,3.8135593220338992,15.75,0.0,15.75,59.04,16.51,-27.57,0.89,0.26,0.01,1,163,177,0,171,0,0,0.5397599894500857,0.0,0.0,0.6155874983515759,0.0,0.0,-26.19666666666667,3,41.64,14.27,-21.57,208.72,13.89,-25.35,,,,77.34,18.23,-31.67,,,,,,,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
46,2590,-1,27311,27477,166,27446,27476,2,27405,27404,2599,3.9900826446280986,24.139999999999986,0.0,24.139999999999986,109.35,6.62,-25.41,1.19,-0.31,0.08,1,2587,2595,2593,2599,0,0,0.3474878016616115,0.0,0.390346828432019,0.15244626137412634,0.0,0.0,-28.802500000000002,4,85.26,4.35,-22.27,168.5,5.02,-26.19,84.84,9.19,-34.46,152.44,9.03,-32.29,,,,,,,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
47,2347,1,24421,24581,160,24540,24556,3,24511,24510,2353,3.9269230769230776,10.210000000000008,0.0,10.210000000000008,49.69,6.11,-25.15,-0.77,0.01,0.1,1,2344,2360,0,2349,0,2353,0.3808519055782672,0.0,0.0,0.8046947118554661,0.0,0.2566266649083476,-27.16,4,18.02,7.94,-25.19,176.99,8.08,-26.04,,,,60.09,12.4,-30.92,,,,83.69,5.66,-26.49,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0
48,76,-1,583,881,298,709,765,8,716,715,79,2.7477272727272744,24.180000000000007,0.0,24.180000000000007,176.72,28.44,25.35,-0.85,0.14,0.07,1,72,0,77,79,0,0,0.3535540023737307,0.0,0.3859949887907161,0.46828432018989846,0.0,0.0,29.070000000000004,3,199.16,30.86,23.58,,,,202.45,26.63,29.57,149.9,26.63,34.06,,,,,,,2.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0
49,1257,-1,15633,15880,247,15737,15751,3,15732,15731,1261,3.375000000000002,21.870000000000005,0.0,21.870000000000005,274.46,10.44,-31.06,1.07,-0.63,-0.07,1,1251,1260,1259,1261,1249,1256,0.07490439140181986,0.09376236318079915,0.5600685744428326,0.4400632994856917,0.2102070420677832,0.6223130687063168,-29.823333333333334,6,228.2,8.74,-25.68,318.01,8.49,-31.76,256.13,12.71,-37.16,303.13,12.78,-38.24,235.06,3.95,-22.97,287.28,4.41,-23.13,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,3.0
50,906,-1,12153,12334,181,12281,12300,7,12284,12283,915,3.023529411764711,12.850000000000023,0.0,12.850000000000023,316.05,34.32,25.8,-1.26,0.34,0.01,1,901,911,910,915,898,904,0.43412897270209677,0.0,0.20941579849663722,0.6395885533430041,0.0,0.8913358828959514,27.315,6,335.74,36.62,24.75,245.17,36.58,24.21,350.77,32.18,35.35,299.03,32.62,29.89,410.9,40.87,25.41,312.23,41.16,24.28,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0
